Album,Album_type,Artist,Channel,Licensed,Title,Track,official_video
Pitbull Starring In Rebelution,album,Pitbull,PitbullVEVO,True,Pitbull - Hotel Room Service (Official Video),Hotel Room Service,True
Planet Pit (Deluxe Version),album,Pitbull,PitbullVEVO,True,Pitbull - Hey Baby (Drop It To The Floor) ft. T-Pain,Hey Baby (Drop It to the Floor) (feat. T-Pain),True
LEGENDADDY,album,Pitbull,Daddy Yankee,False,Daddy Yankee x Pitbull - Hot (Official Video),HOT,True
Mad Love The Prequel,album,Sean Paul,SeanPaulVEVO,True,Sean Paul - No Lie (Official Music Video) ft. Dua Lipa,No Lie,True
The Trinity,album,Sean Paul,Atlantic Records,True,Sean Paul - Temperature (Official Video),Temperature,True
10,album,Sean Paul,SpiceOfficialVEVO,True,"Spice, Sean Paul, Shaggy - Go Down Deh | Official Music Video",Go Down Deh (feat. Shaggy and Sean Paul),True
Dutty Rock (20th Anniversary),album,Sean Paul,Atlantic Records,True,Sean Paul - Get Busy/Like Glue (Official Video),Get Busy,True
Tomahawk Technique,album,Sean Paul,Atlantic Records,True,Sean Paul - She Doesn't Mind (Official Video),She Doesn't Mind,True
The Trinity,album,Sean Paul,Atlantic Records,True,Sean Paul - Give It Up To Me (feat. Keyshia Cole) [Disney Version] (Official Video),Give It Up to Me,True
Only Hits,compilation,Sean Paul,Atlantic Records,True,Sean Paul - Give It Up To Me (feat. Keyshia Cole) [Disney Version] (Official Video),(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,True
Dutty Rock (20th Anniversary),album,Sean Paul,Atlantic Records,True,Sean Paul - I'm Still In Love With You (Official Video),I'm Still in Love with You (feat. Sasha),True
UP,single,Sean Paul,INNA,True,INNA x Sean Paul - Up (Official Video),UP,True
Contra La Pared,single,Sean Paul,SeanPaulVEVO,True,"Sean Paul, J Balvin - Contra La Pared",Contra La Pared,True
Blue Hawaii,album,Elvis Presley,ElvisPresleyVEVO,True,Elvis Presley - Can't Help Falling In Love (Official Audio),Can't Help Falling in Love,True
Elvis' Christmas Album,album,Elvis Presley,ElvisPresleyVEVO,True,"Elvis Presley, Martina McBride - Blue Christmas (Official HD Video)",Blue Christmas,True
Elvis' Christmas Album,album,Elvis Presley,ElvisPresleyVEVO,True,Here Comes Santa Claus (Right Down Santa Claus Lane) (Official Lyric Video),Here Comes Santa Claus (Right Down Santa Claus Lane),True
From Elvis in Memphis,album,Elvis Presley,ElvisPresleyVEVO,True,Elvis Presley - Suspicious Minds (Official Music Video),Suspicious Minds,True
Elvis (Fool),album,Elvis Presley,ElvisPresleyVEVO,True,Elvis Presley - Burning Love (Official Music Video),Burning Love,True
Elvis (Fool),album,Elvis Presley,Amelia Hops,False,Elvis Presley - Always On My Mind,Always On My Mind,False
ELVIS (Original Motion Picture Soundtrack),album,Elvis Presley,ElvisPresleyVEVO,True,Elvis Presley - If I Can Dream ('68 Comeback Special),If I Can Dream,True
Platinum - A Life In Music,album,Elvis Presley,y,False,Elvis Presley - Jailhouse Rock (Music Video),Jailhouse Rock,True
From Elvis in Memphis,album,Elvis Presley,gaaronpresley,False,Elvis Presley - In The Ghetto (Music Video) (1969),In the Ghetto,False
Elvis 30 #1 Hits (Expanded Edition),album,Elvis Presley,ElvisPresleyVEVO,True,Elvis Presley - (You're The) Devil In Disguise (Official Animated Video),(You're The) Devil in Disguise,True
Greatest Hits,compilation,2Pac,Seven Hip-Hop,False,2Pac - Hit 'Em Up (Dirty) (Music Video) HD,Hit 'Em Up - Single Version,False
All Eyez On Me,album,2Pac,Makaveli 'G,False,2pac - Ambitionz Az A Ridah (MUSIC VIDEO),Ambitionz Az A Ridah,False
Greatest Hits,compilation,2Pac,UPROXX Video,False,2Pac ft. Dr. Dre - California Love (Official Video) [Full Length Version],California Love - Original Version,False
All Eyez On Me,album,2Pac,Nozzy-E,False,2Pac - All Eyez On Me Ft. Big Syke (Nozzy-E Remix) (Prod By Beat Brothers) 2019,All Eyez On Me (ft. Big Syke),True
R U Still Down? [Remember Me],album,2Pac,pandele18,False,2pac - Do for Love [Official Video],Do For Love,False
Greatest Hits,compilation,2Pac,The Best,False,2pac - Changes Original Music Video,Changes,False
Me Against The World,album,2Pac,2PacVEVO,True,2Pac - Dear Mama,Dear Mama,True
Strictly 4 My N.I.G.G.A.Z...,album,2Pac,UPROXX Video,False,"2Pac - Keep Ya Head Up (from album: ""Strictly 4 My N.I.G.G.A.Z...""",Keep Ya Head Up,False
All Eyez On Me,album,2Pac,2Pac,False,2 Of Amerikaz Most Wanted (Feat. Snoop Dogg) - Official Music Video,2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),True
All Eyez On Me,album,2Pac,YinonBeatz,False,2Pac - Can't C Me (HD Video),Can't C Me,False
Bad Decisions (with BTS & Snoop Dogg),single,Snoop Dogg,bennyblancoVEVO,True,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",Bad Decisions (with BTS & Snoop Dogg),True
Mac and Devin Go to High School (Music from and Inspired by the Movie),album,Snoop Dogg,Wiz Khalifa,False,"Snoop Dogg & Wiz Khalifa - Young, Wild and Free ft. Bruno Mars [Official Video]","Young, Wild & Free (feat. Bruno Mars)",True
R&G (Rhythm & Gangsta): The Masterpiece,album,Snoop Dogg,SnoopDoggVEVO,True,Snoop Dogg - Drop It Like It's Hot (Official Music Video) ft. Pharrell Williams,Drop It Like It's Hot,True
"That's My N**** (with Meek Mill, YG & Snoop Dogg) [From Bright: The Album]",single,Snoop Dogg,Meek Mill,False,"Meek Mill, YG & Snoop Dogg - That's My N**** (from Bright: The Album) [Official Audio]","That's My N**** (with Meek Mill, YG & Snoop Dogg)",True
Curtain Call 2,album,Snoop Dogg,EminemVEVO,True,Eminem & Snoop Dogg - From The D 2 The LBC [Official Music Video],From The D 2 The LBC (with Snoop Dogg),True
Sweat (Snoop Dogg Vs. David Guetta) [Remix],single,Snoop Dogg,SnoopDoggVEVO,True,Snoop Dogg - 'Sweat' Snoop Dogg vs David Guetta (Remix) [Official Video],Sweat - Remix,True
Paid Tha Cost To Be Da Bo$$,album,Snoop Dogg,SnoopDoggVEVO,True,Snoop Dogg - Beautiful (Official Music Video) ft. Pharrell Williams,Beautiful,True
Sexy Songs 2020,compilation,Snoop Dogg,gurra12,False,Akon ft Snoop Dogg - I Wanna Fuck You  Official Music Video (HD),I Wanna Fuck You,False
Qué Maldición,single,Snoop Dogg,Lizos Music,True,BANDA MS FEAT. SNOOP DOGG - QUÉ MALDICIÓN (Video Animado),Qué Maldición,True
Riders On The Storm (Fredwreck Remix),single,Snoop Dogg,WeipwnsallXD,False,Riders On The Storm - Snoop Dogg ft. The Doors,Riders On The Storm - Fredwreck Remix,False
I Am Not A Human Being II (Deluxe),album,Lil Wayne,LilWayneVEVO,True,"Lil Wayne - Love Me ft. Drake, Future (Explicit) (Official Music Video)",Love Me,True
Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),single,Lil Wayne,Atlantic Records,True,"Lil Wayne, Wiz Khalifa & Imagine Dragons w/ Logic & Ty Dolla $ign ft X Ambassadors - Sucker for Pain","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",True
Tha Carter IV (Complete Edition),album,Lil Wayne,LilWayneVEVO,True,Lil Wayne - Mirror ft. Bruno Mars (Official Music Video),Mirror,True
Relapse: Refill,album,Lil Wayne,DrakeVEVO,True,"Drake, Kanye West, Lil Wayne, Eminem - Forever (Explicit Version) (Official Music Video)",Forever,True
Tha Carter IV (Complete Edition),album,Lil Wayne,LilWayneVEVO,True,Lil Wayne - 6 Foot 7 Foot ft. Cory Gunz (Explicit) (Official Music Video),6 Foot 7 Foot,True
Tha Carter III (MTV Bonus Version),album,Lil Wayne,LilWayneVEVO,True,Lil Wayne - Lollipop (Official Music Video) ft. Static,Lollipop,True
Tha Carter III (MTV Bonus Version),album,Lil Wayne,LilWayneVEVO,True,Lil Wayne - A Milli,A Milli,True
Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),compilation,Lil Wayne,DistrictMusic,False,"Lil Wayne, XXXTENTACION & Ty Dolla $ign - Scared of the Dark [Traduzione Italiana]",Scared of the Dark (feat. XXXTENTACION),False
mainstream sellout,album,Lil Wayne,MGKVEVO,True,Machine Gun Kelly & Lil Wayne - ay! (Official Music Video),ay! (feat. Lil Wayne),True
I Am Not A Human Being,album,Lil Wayne,Lil Wayne - Topic,True,Right Above It (Explicit),Right Above It,True
Everyday Is Christmas (Deluxe Edition),album,Sia,Sia,True,Sia - Snowman [Official Video],Snowman,True
This Is Acting (Deluxe Version),album,Sia,Sia,True,Sia - Unstoppable (Official Video - Live from the Nostalgic For The Present Tour),Unstoppable,True
1000 Forms Of Fear (Deluxe Version),album,Sia,SiaVEVO,True,Sia - Chandelier (Official Video),Chandelier,True
Icarus Falls,album,Sia,ZaynVEVO,True,ZAYN - Dusk Till Dawn (Official Video) ft. Sia,Dusk Till Dawn (feat. Sia) - Radio Edit,True
This Is Acting (Deluxe Version),album,Sia,SiaVEVO,True,Sia - Cheap Thrills (Official Lyric Video) ft. Sean Paul,Cheap Thrills,True
"LABRINTH, SIA & DIPLO PRESENT... LSD",album,Sia,SiaVEVO,True,"LSD - Genius ft. Sia, Diplo, Labrinth","Genius (feat. Sia, Diplo, and Labrinth)",True
1000 Forms Of Fear (Deluxe Version),album,Sia,SiaVEVO,True,Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video),Elastic Heart,True
Unstoppable (R3HAB Remix),single,Sia,SiaVEVO,True,"Sia, R3HAB - Unstoppable (R3HAB Remix (Visualizer))",Unstoppable - R3HAB Remix,True
ENOC,album,Sia,Ozuna,True,Ozuna x Doja Cat x Sia - Del Mar (Video Oficial),Del Mar,True
Everyday Is Christmas (Deluxe Edition),album,Sia,SiaVEVO,True,Sia - Santa's Coming For Us,Santa's Coming for Us,True
Rumours (Super Deluxe),album,Fleetwood Mac,Fleetwood Mac,True,Fleetwood Mac - Dreams (Official Music Video),Dreams - 2004 Remaster,True
Rumours (Super Deluxe),album,Fleetwood Mac,Fleetwood Mac - Topic,True,The Chain (2004 Remaster),The Chain - 2004 Remaster,True
Tango In the Night (Deluxe Edition),album,Fleetwood Mac,Fleetwood Mac,True,Fleetwood Mac - Everywhere (Official Music Video),Everywhere - 2017 Remaster,True
Rumours,album,Fleetwood Mac,Fleetwood Mac,True,Fleetwood Mac - Go Your Own Way (Official Music Video),Go Your Own Way - 2004 Remaster,True
Fleetwood Mac,album,Fleetwood Mac,Fleetwood Mac,True,Fleetwood Mac - Landslide (Official Music Video) [HD],Landslide,True
Rumours,album,Fleetwood Mac,Fleetwood Mac,True,Fleetwood Mac - Don't Stop (Official Music Video),Don't Stop - 2004 Remaster,True
Tango In the Night (Deluxe Edition),album,Fleetwood Mac,Fleetwood Mac,True,Fleetwood Mac - Little Lies (Official Music Video),Little Lies - 2017 Remaster,True
Fleetwood Mac,album,Fleetwood Mac,Fleetwood Mac,True,Fleetwood Mac - Rhiannon (Official Music VIdeo),Rhiannon,True
Greatest Hits,compilation,Fleetwood Mac,Fleetwood Mac,True,Fleetwood Mac - Gypsy (Official Music Video),Gypsy,True
Rumours (Super Deluxe),album,Fleetwood Mac,Fleetwood Mac - Topic,True,Never Going Back Again (2004 Remaster),Never Going Back Again - 2004 Remaster,True
Arrival,album,ABBA,AbbaVEVO,True,Abba - Dancing Queen (Official Music Video Remastered),Dancing Queen,True
Voulez-Vous,album,ABBA,AbbaVEVO,True,ABBA - Gimme! Gimme! Gimme! (A Man After Midnight),Gimme! Gimme! Gimme! (A Man After Midnight),True
Abba,album,ABBA,AbbaVEVO,True,Abba - Mamma Mia (Official Music Video),Mamma Mia,True
Voulez-Vous,album,ABBA,Nicolle Inverno,False,ABBA - Angeleyes,Angeleyes,False
Super Trouper,album,ABBA,AbbaVEVO,True,ABBA - The Winner Takes It All (Video),The Winner Takes It All,True
The Album,album,ABBA,AbbaVEVO,True,ABBA - Take A Chance On Me (Official Music Video),Take A Chance On Me,True
Super Trouper,album,ABBA,LONNIE,False,Abba - Lay all your love on me - 0riginal Video,Lay All Your Love On Me,False
Waterloo,album,ABBA,AbbaVEVO,True,Abba - Waterloo (Official Music Video),Waterloo,True
Voulez-Vous,album,ABBA,AbbaVEVO,True,Abba - Chiquitita (Official Music Video),Chiquitita,True
Super Trouper,album,ABBA,AbbaVEVO,True,ABBA - Super Trouper (Video),Super Trouper,True
Christmas Songs by Sinatra,album,Frank Sinatra,FrankSinatraVEVO,True,Frank Sinatra - Let It Snow! Let It Snow! Let It Snow! (Official Music Video),Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),True
A Jolly Christmas From Frank Sinatra,album,Frank Sinatra,FrankSinatraVEVO,True,Frank Sinatra - Have Yourself A Merry Little Christmas (Official Video),Have Yourself A Merry Little Christmas - Remastered 1999,True
A Jolly Christmas From Frank Sinatra,album,Frank Sinatra,FrankSinatraVEVO,True,Frank Sinatra - Jingle Bells,Jingle Bells - Remastered 1999,True
My Way (Expanded Edition),album,Frank Sinatra,FrankSinatraVEVO,True,"Frank Sinatra - My Way (Live At Madison Square Garden, New York City / 1974 / 2019 Edit)",My Way,True
The World We Knew,album,Frank Sinatra,Glen Campbell and Much Much More,False,Frank and Nancy Sinatra - Somethin' Stupid (1967),Somethin' Stupid,False
Christmas Songs by Sinatra,album,Frank Sinatra,Sands-show,False,Santa Claus is Coming To Town - Frank Sinatra HQ Christmas,Santa Claus Is Comin' to Town,False
Sinatra/Basie: The Complete Reprise Studio Recordings,album,Frank Sinatra,Frank Sinatra - Topic,True,Fly Me To The Moon (2008 Remastered),Fly Me To The Moon (In Other Words),True
Strangers In The Night (Expanded Edition),album,Frank Sinatra,FrankSinatraVEVO,True,Frank Sinatra - Strangers In The Night,Strangers In The Night,True
That's Life,album,Frank Sinatra,Georgia Rainbow,False,Frank Sinatra - That's Life,That's Life,False
A Jolly Christmas From Frank Sinatra,album,Frank Sinatra,FrankSinatraVEVO,True,Frank Sinatra - Silent Night (Visualizer),Silent Night - 1999 Remaster,True
10:35,single,Tiësto,Tiësto,True,Tiësto - 10:35 (feat. Tate McRae) (Official Music Video),10:35,True
The Motto,single,Tiësto,Tiësto,True,Tiësto & Ava Max - The Motto (Official Music Video),The Motto,True
Don't Be Shy,single,Tiësto,Tiësto,True,Tiësto & Karol G - Don't Be Shy (Official Music Video),Don't Be Shy,True
Lay Low,single,Tiësto,Tiësto,True,Tiësto - Lay Low (Official Visualizer),Lay Low,True
The Business,single,Tiësto,Tiësto,True,Tiësto - The Business (Official Music Video),The Business,True
Hot In It,single,Tiësto,Tiësto,True,Tiësto & Charli XCX - Hot In It [Official Music Video],Hot In It,True
Pump It Louder,single,Tiësto,Tiësto,True,Tiësto & Black Eyed Peas - Pump It Louder (Official Video),Pump It Louder,True
Another Love (Tiësto Remix),single,Tiësto,Tiësto,False,Tom Odell- Another Love (Tiësto Remix),Another Love - Tiësto Remix,True
Baila Conmigo,single,Tiësto,Tiësto,True,Tiësto - Baila Conmigo (Official Lyric Video),Baila Conmigo,True
The London Sessions,album,Tiësto,TiestoVEVO,True,Tiësto & Dzeko ft. Preme & Post Malone – Jackie Chan (Official Music Video),Jackie Chan,True
The Lockdown Sessions,album,Elton John,EltonJohnVEVO,True,"Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video)",Cold Heart - PNAU Remix,True
Too Low For Zero,album,Elton John,EltonJohnVEVO,True,Elton John - I'm Still Standing,I'm Still Standing,True
The Lockdown Sessions,album,Elton John,EltonJohnVEVO,True,"Elton John, Britney Spears - Hold Me Closer (Official Video)",Hold Me Closer,True
Honky Chateau,album,Elton John,EltonJohnVEVO,True,Elton John - Rocket Man (Official Music Video),"Rocket Man (I Think It's Going To Be A Long, Long Time)",True
Elton John,album,Elton John,NVNCBL,False,Elton John - Your Song (1970 Original Video) (HD 720p),Your Song,False
Rock Of The Westies,album,Elton John,EltonJohnVEVO,True,Elton John - Don't Go Breaking My Heart (with Kiki Dee),Don't Go Breaking My Heart,True
Madman Across The Water,album,Elton John,EltonJohnVEVO,True,Elton John - Tiny Dancer (Official Music Video),Tiny Dancer,True
Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe),album,Elton John,EltonJohnVEVO,True,Elton John - Step Into Christmas,Step Into Christmas,True
Goodbye Yellow Brick Road (Remastered),album,Elton John,Elton John - Topic,True,Goodbye Yellow Brick Road (Remastered 2014),Goodbye Yellow Brick Road - Remastered 2014,True
Merry Christmas,single,Elton John,Ed Sheeran,True,Ed Sheeran & Elton John - Merry Christmas [Official Video],Merry Christmas,True
Watch The Throne (Deluxe),album,JAY-Z,KanyeWestVEVO,True,Jay-Z & Kanye West - Ni**as In Paris (Explicit),Ni**as In Paris,True
The Blueprint 3,album,JAY-Z,JayZVEVO,True,JAY-Z - Empire State Of Mind ft. Alicia Keys,Empire State Of Mind,True
Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,single,JAY-Z,Neil Collins,False,Numb/Encore - Linkin Park ft. Jay Z (Unofficial Music Video),Numb / Encore,False
The Blueprint 3,album,JAY-Z,Kayser926,False,Jay z ft Rihanna and Kanye west - Run this town,Run This Town,False
Watch The Throne (Deluxe),album,JAY-Z,KanyeWestVEVO,True,"Jay-Z & Kanye West - No Church In The Wild ft. Frank Ocean, The-Dream",No Church In The Wild,True
4:44,album,JAY-Z,JayZVEVO,True,JAY-Z - 4:44,4:44,True
The Blueprint 2: The Gift & The Curse,album,JAY-Z,JayZVEVO,True,JAY-Z - '03 Bonnie & Clyde ft. Beyoncé Knowles,03' Bonnie & Clyde,True
Watch The Throne (Deluxe),album,JAY-Z,KanyeWestVEVO,True,"JAY Z, Kanye West - Otis ft. Otis Redding",Otis,True
Watch The Throne (Deluxe),album,JAY-Z,Sebastian Sdaigui,False,"Jay-Z x Kanye West ""Gotta Have It"" Music Video",Gotta Have It,False
Certified Lover Boy,album,JAY-Z,RAPTRAX,False,"Drake ft. JAY-Z ""Love All"" (Music Video)",Love All (with JAY-Z),False
HEROES & VILLAINS,album,21 Savage,MetroBoominVEVO,True,"Metro Boomin, The Weeknd, 21 Savage - Creepin' (Visualizer)",Creepin' (with The Weeknd & 21 Savage),True
Her Loss,album,21 Savage,RAPTRAX,False,"Drake ft. 21 Savage ""Rich Flex"" (Music Video)",Rich Flex,False
"Honestly, Nevermind",album,21 Savage,Drake,False,Drake & 21 Savage - Jimmy Cooks,Jimmy Cooks (feat. 21 Savage),True
HEROES & VILLAINS,album,21 Savage,MetroBoominVEVO,True,"Metro Boomin, Travis Scott, 21 Savage - Niagara Falls (Foot or 2) (Visualizer)",Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],True
Her Loss,album,21 Savage,21 Savage,False,21 Savage & Metro Boomin - Glock In My Lap (Official Music Video),Pussy & Millions (feat. Travis Scott),True
SAVAGE MODE II,album,21 Savage,21 Savage,False,21 Savage & Metro Boomin - Glock In My Lap (Official Music Video),Glock In My Lap,True
Her Loss,album,21 Savage,Rap Radio,False,"21 Savage ft. Drake ""On BS"" (Music Video)",On BS,False
Her Loss,album,21 Savage,DrakeVEVO,True,"Drake, 21 Savage - Major Distribution (Audio)",Major Distribution,True
Her Loss,album,21 Savage,RAPTRAX,False,"Drake, 21 Savage ""Spin Bout U"" (Music Video)",Spin Bout U,False
Certified Lover Boy,album,21 Savage,DrakeVEVO,True,"Drake - Knife Talk (Official Video) ft. 21 Savage, Project Pat",Knife Talk (with 21 Savage ft. Project Pat),True
